Analysis	PubMed-25915599.json:0:8	O
of	PubMed-25915599.json:9:11	O
loss	PubMed-25915599.json:12:16	O
-	PubMed-25915599.json:16:17	O
of	PubMed-25915599.json:17:19	O
-	PubMed-25915599.json:19:20	O
function	PubMed-25915599.json:20:28	O
variants	PubMed-25915599.json:29:37	O
and	PubMed-25915599.json:38:41	O
20	PubMed-25915599.json:42:44	O
risk	PubMed-25915599.json:45:49	O
factor	PubMed-25915599.json:50:56	O
phenotypes	PubMed-25915599.json:57:67	O
in	PubMed-25915599.json:68:70	O
8	PubMed-25915599.json:71:72	O
,	PubMed-25915599.json:72:73	O
554	PubMed-25915599.json:73:76	O
individuals	PubMed-25915599.json:77:88	O
identifies	PubMed-25915599.json:89:99	O
loci	PubMed-25915599.json:100:104	O
influencing	PubMed-25915599.json:105:116	O
chronic	PubMed-25915599.json:117:124	O
disease	PubMed-25915599.json:125:132	O
.	PubMed-25915599.json:132:133	O

A	PubMed-25915599.json:134:135	O
typical	PubMed-25915599.json:136:143	O
human	PubMed-25915599.json:144:149	O
exome	PubMed-25915599.json:150:155	O
harbors	PubMed-25915599.json:156:163	O
dozens	PubMed-25915599.json:164:170	O
of	PubMed-25915599.json:171:173	O
loss	PubMed-25915599.json:174:178	O
-	PubMed-25915599.json:178:179	O
of	PubMed-25915599.json:179:181	O
-	PubMed-25915599.json:181:182	O
function	PubMed-25915599.json:182:190	O
(	PubMed-25915599.json:191:192	O
LOF	PubMed-25915599.json:192:195	O
)	PubMed-25915599.json:195:196	O
variants	PubMed-25915599.json:197:205	O
,	PubMed-25915599.json:205:206	O
which	PubMed-25915599.json:207:212	O
can	PubMed-25915599.json:213:216	O
lower	PubMed-25915599.json:217:222	O
disease	PubMed-25915599.json:223:230	O
risk	PubMed-25915599.json:231:235	O
factor	PubMed-25915599.json:236:242	O
levels	PubMed-25915599.json:243:249	O
and	PubMed-25915599.json:250:253	O
affect	PubMed-25915599.json:254:260	O
drug	PubMed-25915599.json:261:265	O
efficacy	PubMed-25915599.json:266:274	O
.	PubMed-25915599.json:274:275	O

We	PubMed-25915599.json:276:278	O
hypothesized	PubMed-25915599.json:279:291	O
that	PubMed-25915599.json:292:296	O
LOF	PubMed-25915599.json:297:300	O
variants	PubMed-25915599.json:301:309	O
are	PubMed-25915599.json:310:313	O
enriched	PubMed-25915599.json:314:322	O
in	PubMed-25915599.json:323:325	O
genes	PubMed-25915599.json:326:331	O
influencing	PubMed-25915599.json:332:343	O
risk	PubMed-25915599.json:344:348	O
factor	PubMed-25915599.json:349:355	O
levels	PubMed-25915599.json:356:362	O
and	PubMed-25915599.json:363:366	O
the	PubMed-25915599.json:367:370	O
onset	PubMed-25915599.json:371:376	O
of	PubMed-25915599.json:377:379	O
common	PubMed-25915599.json:380:386	O
chronic	PubMed-25915599.json:387:394	O
diseases	PubMed-25915599.json:395:403	O
,	PubMed-25915599.json:403:404	O
such	PubMed-25915599.json:405:409	O
as	PubMed-25915599.json:410:412	O
cardiovascular	PubMed-25915599.json:413:427	O
disease	PubMed-25915599.json:428:435	O
and	PubMed-25915599.json:436:439	O
diabetes	PubMed-25915599.json:440:448	O
.	PubMed-25915599.json:448:449	O

To	PubMed-25915599.json:450:452	O
test	PubMed-25915599.json:453:457	O
this	PubMed-25915599.json:458:462	O
hypothesis	PubMed-25915599.json:463:473	O
