Exposure	PubMed-28525834.json:0:8	O
to	PubMed-28525834.json:9:11	O
phenols	PubMed-28525834.json:12:19	O
,	PubMed-28525834.json:19:20	O
parabens	PubMed-28525834.json:21:29	O
and	PubMed-28525834.json:30:33	O
UV	PubMed-28525834.json:34:36	O
filters	PubMed-28525834.json:37:44	O
:	PubMed-28525834.json:44:45	O
Associations	PubMed-28525834.json:46:58	O
with	PubMed-28525834.json:59:63	O
loss	PubMed-28525834.json:64:68	O
-	PubMed-28525834.json:68:69	O
of	PubMed-28525834.json:69:71	O
-	PubMed-28525834.json:71:72	O
function	PubMed-28525834.json:72:80	O
mutations	PubMed-28525834.json:81:90	O
in	PubMed-28525834.json:91:93	O
the	PubMed-28525834.json:94:97	O
filaggrin	PubMed-28525834.json:98:107	O
gene	PubMed-28525834.json:108:112	O
in	PubMed-28525834.json:113:115	O
men	PubMed-28525834.json:116:119	O
from	PubMed-28525834.json:120:124	O
the	PubMed-28525834.json:125:128	O
general	PubMed-28525834.json:129:136	O
population	PubMed-28525834.json:137:147	O
.	PubMed-28525834.json:147:148	O

BACKGROUND	PubMed-28525834.json:149:159	O
:	PubMed-28525834.json:159:160	O
Filaggrin	PubMed-28525834.json:161:170	O
is	PubMed-28525834.json:171:173	O
an	PubMed-28525834.json:174:176	O
epidermal	PubMed-28525834.json:177:186	O
protein	PubMed-28525834.json:187:194	O
that	PubMed-28525834.json:195:199	O
is	PubMed-28525834.json:200:202	O
important	PubMed-28525834.json:203:212	O
for	PubMed-28525834.json:213:216	O
normal	PubMed-28525834.json:217:223	O
skin	PubMed-28525834.json:224:228	O
barrier	PubMed-28525834.json:229:236	O
functions	PubMed-28525834.json:237:246	O
.	PubMed-28525834.json:246:247	O

Up	PubMed-28525834.json:248:250	O
to	PubMed-28525834.json:251:253	O
10%	PubMed-28525834.json:254:257	O
of	PubMed-28525834.json:258:260	O
Europeans	PubMed-28525834.json:261:270	O
and	PubMed-28525834.json:271:274	O
Asians	PubMed-28525834.json:275:281	O
carry	PubMed-28525834.json:282:287	O
filaggrin	PubMed-28525834.json:288:297	O
gene	PubMed-28525834.json:298:302	O
(	PubMed-28525834.json:303:304	O
FLG	PubMed-28525834.json:304:307	B-Gene
)	PubMed-28525834.json:307:308	O
loss	PubMed-28525834.json:309:313	B-NegReg
-	PubMed-28525834.json:313:314	I-NegReg
of	PubMed-28525834.json:314:316	I-NegReg
function	PubMed-28525834.json:317:325	E-NegReg
mutations	PubMed-28525834.json:326:335	B-Var
that	PubMed-28525834.json:336:340	O
appear	PubMed-28525834.json:341:347	O
to	PubMed-28525834.json:348:350	O
facilitate	PubMed-28525834.json:351:361	B-PosReg
trans	PubMed-28525834.json:362:367	B-CPA
-	PubMed-28525834.json:367:368	I-CPA
epidermal	PubMed-28525834.json:368:377	I-CPA
penetration	PubMed-28525834.json:378:389	I-CPA
of	PubMed-28525834.json:390:392	I-CPA
certain	PubMed-28525834.json:393:400	I-CPA
chemicals	PubMed-28525834.json:401:410	E-CPA
.	PubMed-28525834.json:410:411	O

We	PubMed-28525834.json:412:414	O
previously	PubMed-28525834.json:415:425	O
showed	PubMed-28525834.json:426:432	O
that	PubMed-28525834.json:433:437	O
mutation	PubMed-28525834.json:438:446	O
carriers	PubMed-28525834.json:447:455	O
have	PubMed-28525834.json:456:460	O
higher	PubMed-28525834.json:461:467	O
internal	PubMed-28525834.json:468:476	O
exposure	PubMed-28525834.json:477:485	O
to	PubMed-28525834.json:486:488	O
certain	PubMed-28525834.json:489:496	O
phthalates	PubMed-28525834.json:497:507	O
,	PubMed-28525834.json:507:508	O
compared	PubMed-28525834.json:509:517	O
to	PubMed-28525834.json:518:520	O
controls	PubMed-28525834.json:521:529	O
,	PubMed-28525834.json:529:530	O
and	PubMed-28525834.json:531:534	O
hypothesized	PubMed-28525834.json:535:547	O
that	PubMed-28525834.json:548:552	O
they	PubMed-28525834.json:553:557	O
could	PubMed-28525834.json:558:563	O
have	PubMed-28525834.json:564:568	O
increased	PubMed-28525834.json:569:578	O
trans	PubMed-28525834.json:579:584	O
-	PubMed-28525834.json:584:585	O
epidermal	PubMed-28525834.json:585:594	O
penetration	PubMed-28525834.json:595:606	O
of	PubMed-28525834.json:607:609	O
other	PubMed-28525834.json:610:615	O
chemicals	PubMed-28525834.json:616:625	O
