Mutant	PubMed-23680148.json:0:6	O
p53	PubMed-23680148.json:7:10	O
prolongs	PubMed-23680148.json:11:19	O
NF	PubMed-23680148.json:20:22	O
-	PubMed-23680148.json:22:23	O
κB	PubMed-23680148.json:23:25	O
activation	PubMed-23680148.json:26:36	O
and	PubMed-23680148.json:37:40	O
promotes	PubMed-23680148.json:41:49	O
chronic	PubMed-23680148.json:50:57	O
inflammation	PubMed-23680148.json:58:70	O
and	PubMed-23680148.json:71:74	O
inflammation	PubMed-23680148.json:75:87	O
-	PubMed-23680148.json:87:88	O
associated	PubMed-23680148.json:88:98	O
colorectal	PubMed-23680148.json:99:109	O
cancer	PubMed-23680148.json:110:116	O
.	PubMed-23680148.json:116:117	O

The	PubMed-23680148.json:118:121	O
tumor	PubMed-23680148.json:122:127	O
suppressor	PubMed-23680148.json:128:138	O
p53	PubMed-23680148.json:139:142	O
is	PubMed-23680148.json:143:145	O
frequently	PubMed-23680148.json:146:156	O
mutated	PubMed-23680148.json:157:164	O
in	PubMed-23680148.json:165:167	O
human	PubMed-23680148.json:168:173	O
cancer	PubMed-23680148.json:174:180	O
.	PubMed-23680148.json:180:181	O

Common	PubMed-23680148.json:182:188	O
mutant	PubMed-23680148.json:189:195	O
p53	PubMed-23680148.json:196:199	O
(	PubMed-23680148.json:200:201	O
mutp53	PubMed-23680148.json:201:207	O
)	PubMed-23680148.json:207:208	O
isoforms	PubMed-23680148.json:209:217	O
can	PubMed-23680148.json:218:221	O
actively	PubMed-23680148.json:222:230	O
promote	PubMed-23680148.json:231:238	O
cancer	PubMed-23680148.json:239:245	O
through	PubMed-23680148.json:246:253	O
gain	PubMed-23680148.json:254:258	O
-	PubMed-23680148.json:258:259	O
of	PubMed-23680148.json:259:261	O
-	PubMed-23680148.json:261:262	O
function	PubMed-23680148.json:262:270	O
(	PubMed-23680148.json:271:272	O
GOF	PubMed-23680148.json:272:275	O
)	PubMed-23680148.json:275:276	O
mechanisms	PubMed-23680148.json:277:287	O
.	PubMed-23680148.json:287:288	O

We	PubMed-23680148.json:289:291	O
report	PubMed-23680148.json:292:298	O
that	PubMed-23680148.json:299:303	O
mutp53	PubMed-23680148.json:304:310	O
prolongs	PubMed-23680148.json:311:319	O
TNF	PubMed-23680148.json:320:323	O
-	PubMed-23680148.json:323:324	O
α	PubMed-23680148.json:324:325	O
-	PubMed-23680148.json:325:326	O
induced	PubMed-23680148.json:326:333	O
NF	PubMed-23680148.json:334:336	O
-	PubMed-23680148.json:336:337	O
κB	PubMed-23680148.json:337:339	O
activation	PubMed-23680148.json:340:350	O
in	PubMed-23680148.json:351:353	O
cultured	PubMed-23680148.json:354:362	O
cells	PubMed-23680148.json:363:368	O
and	PubMed-23680148.json:369:372	O
intestinal	PubMed-23680148.json:373:383	O
organoid	PubMed-23680148.json:384:392	O
cultures	PubMed-23680148.json:393:401	O
.	PubMed-23680148.json:401:402	O

Remarkably	PubMed-23680148.json:403:413	O
,	PubMed-23680148.json:413:414	O
