Gain	PubMed-23264849.json:0:4	O
-	PubMed-23264849.json:4:5	O
of	PubMed-23264849.json:5:7	O
-	PubMed-23264849.json:7:8	O
Function	PubMed-23264849.json:8:16	O
Activity	PubMed-23264849.json:17:25	O
of	PubMed-23264849.json:26:28	O
Mutant	PubMed-23264849.json:29:35	O
p53	PubMed-23264849.json:36:39	O
in	PubMed-23264849.json:40:42	O
Lung	PubMed-23264849.json:43:47	O
Cancer	PubMed-23264849.json:48:54	O
through	PubMed-23264849.json:55:62	O
Up	PubMed-23264849.json:63:65	O
-	PubMed-23264849.json:65:66	O
Regulation	PubMed-23264849.json:66:76	O
of	PubMed-23264849.json:77:79	O
Receptor	PubMed-23264849.json:80:88	O
Protein	PubMed-23264849.json:89:96	O
Tyrosine	PubMed-23264849.json:97:105	O
Kinase	PubMed-23264849.json:106:112	O
Axl	PubMed-23264849.json:113:116	O
.	PubMed-23264849.json:116:117	O

p53	PubMed-23264849.json:118:121	O
mutations	PubMed-23264849.json:122:131	O
are	PubMed-23264849.json:132:135	O
present	PubMed-23264849.json:136:143	O
in	PubMed-23264849.json:144:146	O
up	PubMed-23264849.json:147:149	O
to	PubMed-23264849.json:150:152	O
70%	PubMed-23264849.json:153:156	O
of	PubMed-23264849.json:157:159	O
lung	PubMed-23264849.json:160:164	O
cancer	PubMed-23264849.json:165:171	O
.	PubMed-23264849.json:171:172	O

Cancer	PubMed-23264849.json:173:179	O
cells	PubMed-23264849.json:180:185	O
with	PubMed-23264849.json:186:190	O
p53	PubMed-23264849.json:191:194	B-Gene
mutations	PubMed-23264849.json:195:204	B-Var
,	PubMed-23264849.json:204:205	O
in	PubMed-23264849.json:206:208	O
general	PubMed-23264849.json:209:216	O
,	PubMed-23264849.json:216:217	O
grow	PubMed-23264849.json:218:222	B-CPA
more	PubMed-23264849.json:223:227	O
aggressively	PubMed-23264849.json:228:240	B-PosReg
than	PubMed-23264849.json:241:245	O
those	PubMed-23264849.json:246:251	O
with	PubMed-23264849.json:252:256	O
wild	PubMed-23264849.json:257:261	O
-	PubMed-23264849.json:261:262	O
type	PubMed-23264849.json:262:266	O
p53	PubMed-23264849.json:267:270	O
or	PubMed-23264849.json:271:273	O
no	PubMed-23264849.json:274:276	O
p53	PubMed-23264849.json:277:280	O
.	PubMed-23264849.json:280:281	O

Expression	PubMed-23264849.json:282:292	O
of	PubMed-23264849.json:293:295	O
tumor	PubMed-23264849.json:296:301	O
-	PubMed-23264849.json:301:302	O
derived	PubMed-23264849.json:302:309	O
mutant	PubMed-23264849.json:310:316	B-Var
p53	PubMed-23264849.json:317:320	B-Gene
in	PubMed-23264849.json:321:323	O
cells	PubMed-23264849.json:324:329	O
leads	PubMed-23264849.json:330:335	O
to	PubMed-23264849.json:336:338	O
up	PubMed-23264849.json:339:341	B-PosReg
-	PubMed-23264849.json:341:342	I-PosReg
regulated	PubMed-23264849.json:342:351	E-PosReg
expression	PubMed-23264849.json:352:362	B-MPA
of	PubMed-23264849.json:363:365	I-MPA
genes	PubMed-23264849.json:366:371	E-MPA
that	PubMed-23264849.json:372:376	O
may	PubMed-23264849.json:377:380	O
affect	PubMed-23264849.json:381:387	B-Reg
cell	PubMed-23264849.json:388:392	B-CPA
growth	PubMed-23264849.json:393:399	E-CPA
and	PubMed-23264849.json:400:403	O
oncogenesis	PubMed-23264849.json:404:415	B-CPA
.	PubMed-23264849.json:415:416	O

In	PubMed-23264849.json:417:419	O
our	PubMed-23264849.json:420:423	O
study	PubMed-23264849.json:424:429	O
of	PubMed-23264849.json:430:432	O
this	PubMed-23264849.json:433:437	O
aggressive	PubMed-23264849.json:438:448	O
phenotype	PubMed-23264849.json:449:458	O
,	PubMed-23264849.json:458:459	O
we	PubMed-23264849.json:460:462	O
have	PubMed-23264849.json:463:467	O
investigated	PubMed-23264849.json:468:480	O
the	PubMed-23264849.json:481:484	O
receptor	PubMed-23264849.json:485:493	O
protein	PubMed-23264849.json:494:501	O
tyrosine	PubMed-23264849.json:502:510	B-Enzyme
kinase	PubMed-23264849.json:511:517	I-Enzyme
Axl	PubMed-23264849.json:518:521	E-Enzyme
,	PubMed-23264849.json:521:522	O
which	PubMed-23264849.json:523:528	O
is	PubMed-23264849.json:529:531	O
up	PubMed-23264849.json:532:534	B-PosReg
-	PubMed-23264849.json:534:535	I-PosReg
regulated	PubMed-23264849.json:535:544	E-PosReg
by	PubMed-23264849.json:545:547	O
p53	PubMed-23264849.json:548:551	B-Gene
mutants	PubMed-23264849.json:552:559	B-Var
at	PubMed-23264849.json:560:562	O
both	PubMed-23264849.json:563:567	O
RNA	PubMed-23264849.json:568:571	O
and	PubMed-23264849.json:572:575	O
protein	PubMed-23264849.json:576:583	O
levels	PubMed-23264849.json:584:590	O
in	PubMed-23264849.json:591:593	O
H1299	PubMed-23264849.json:594:599	O
lung	PubMed-23264849.json:600:604	O
cancer	PubMed-23264849.json:605:611	O
cells	PubMed-23264849.json:612:617	O
expressing	PubMed-23264849.json:618:628	O
mutants	PubMed-23264849.json:629:636	O
p53	PubMed-23264849.json:637:640	O
-	PubMed-23264849.json:640:641	O
R175H	PubMed-23264849.json:641:646	O
,	PubMed-23264849.json:646:647	O
-	PubMed-23264849.json:648:649	O
R273H	PubMed-23264849.json:649:654	O
,	PubMed-23264849.json:654:655	O
and	PubMed-23264849.json:656:659	O
-	PubMed-23264849.json:660:661	O
D281G	PubMed-23264849.json:661:666	O
.	PubMed-23264849.json:666:667	O

Knockdown	PubMed-23264849.json:668:677	O
of	PubMed-23264849.json:678:680	O
endogenous	PubMed-23264849.json:681:691	O
mutant	PubMed-23264849.json:692:698	O
p53	PubMed-23264849.json:699:702	O
levels	PubMed-23264849.json:703:709	O
in	PubMed-23264849.json:710:712	O
human	PubMed-23264849.json:713:718	O
lung	PubMed-23264849.json:719:723	O
cancer	PubMed-23264849.json:724:730	O
cells	PubMed-23264849.json:731:736	O
H1048	PubMed-23264849.json:737:742	O
(	PubMed-23264849.json:743:744	O
p53	PubMed-23264849.json:744:747	O
-	PubMed-23264849.json:747:748	O
R273C	PubMed-23264849.json:748:753	O
