A	PubMed-27341992.json:0:1	O
rare	PubMed-27341992.json:2:6	O
DNA	PubMed-27341992.json:7:10	O
contact	PubMed-27341992.json:11:18	O
mutation	PubMed-27341992.json:19:27	B-Var
in	PubMed-27341992.json:28:30	O
cancer	PubMed-27341992.json:31:37	O
confers	PubMed-27341992.json:38:45	B-PosReg
p53	PubMed-27341992.json:46:49	B-Gene
gain	PubMed-27341992.json:50:54	B-PosReg
-	PubMed-27341992.json:54:55	I-PosReg
of	PubMed-27341992.json:55:57	I-PosReg
-	PubMed-27341992.json:57:58	I-PosReg
function	PubMed-27341992.json:58:66	E-PosReg
and	PubMed-27341992.json:67:70	O
tumor	PubMed-27341992.json:71:76	B-CPA
cell	PubMed-27341992.json:77:81	I-CPA
survival	PubMed-27341992.json:82:90	E-CPA
via	PubMed-27341992.json:91:94	O
TNFAIP8	PubMed-27341992.json:95:102	B-Gene
induction	PubMed-27341992.json:103:112	O
.	PubMed-27341992.json:112:113	O

The	PubMed-27341992.json:114:117	O
p53	PubMed-27341992.json:118:121	O
tumor	PubMed-27341992.json:122:127	O
suppressor	PubMed-27341992.json:128:138	O
gene	PubMed-27341992.json:139:143	O
encodes	PubMed-27341992.json:144:151	O
a	PubMed-27341992.json:152:153	O
sequence	PubMed-27341992.json:154:162	O
-	PubMed-27341992.json:162:163	O
specific	PubMed-27341992.json:163:171	O
transcription	PubMed-27341992.json:172:185	O
factor	PubMed-27341992.json:186:192	O
.	PubMed-27341992.json:192:193	O

Mutations	PubMed-27341992.json:194:203	B-Var
in	PubMed-27341992.json:204:206	O
the	PubMed-27341992.json:207:210	O
coding	PubMed-27341992.json:211:217	O
sequence	PubMed-27341992.json:218:226	O
of	PubMed-27341992.json:227:229	O
p53	PubMed-27341992.json:230:233	B-Gene
occur	PubMed-27341992.json:234:239	O
frequently	PubMed-27341992.json:240:250	O
in	PubMed-27341992.json:251:253	O
human	PubMed-27341992.json:254:259	O
cancer	PubMed-27341992.json:260:266	O
and	PubMed-27341992.json:267:270	O
often	PubMed-27341992.json:271:276	O
result	PubMed-27341992.json:277:283	B-Reg
in	PubMed-27341992.json:284:286	E-Reg
single	PubMed-27341992.json:287:293	B-Var
amino	PubMed-27341992.json:294:299	I-Var
