Recurrent	PubMed-26637668.json:0:9	O
MLK4	PubMed-26637668.json:10:14	B-Gene
Loss	PubMed-26637668.json:15:19	B-NegReg
-	PubMed-26637668.json:19:20	I-NegReg
of	PubMed-26637668.json:20:22	I-NegReg
-	PubMed-26637668.json:22:23	I-NegReg
Function	PubMed-26637668.json:23:31	E-NegReg
Mutations	PubMed-26637668.json:32:41	B-Var
Suppress	PubMed-26637668.json:42:50	B-NegReg
JNK	PubMed-26637668.json:51:54	B-Pathway
Signaling	PubMed-26637668.json:55:64	E-Pathway
to	PubMed-26637668.json:65:67	O
Promote	PubMed-26637668.json:68:75	B-PosReg
Colon	PubMed-26637668.json:76:81	B-Disease
Tumorigenesis	PubMed-26637668.json:82:95	E-Disease
.	PubMed-26637668.json:95:96	O

MLK4	PubMed-26637668.json:97:101	O
is	PubMed-26637668.json:102:104	O
a	PubMed-26637668.json:105:106	O
member	PubMed-26637668.json:107:113	O
of	PubMed-26637668.json:114:116	O
the	PubMed-26637668.json:117:120	O
mixed	PubMed-26637668.json:121:126	O
-	PubMed-26637668.json:126:127	O
lineage	PubMed-26637668.json:127:134	O
family	PubMed-26637668.json:135:141	O
of	PubMed-26637668.json:142:144	O
kinases	PubMed-26637668.json:145:152	O
that	PubMed-26637668.json:153:157	O
regulate	PubMed-26637668.json:158:166	O
the	PubMed-26637668.json:167:170	O
JNK	PubMed-26637668.json:171:174	O
,	PubMed-26637668.json:174:175	O
p38	PubMed-26637668.json:176:179	O
,	PubMed-26637668.json:179:180	O
and	PubMed-26637668.json:181:184	O
ERK	PubMed-26637668.json:185:188	O
kinase	PubMed-26637668.json:189:195	O
signaling	PubMed-26637668.json:196:205	O
pathways	PubMed-26637668.json:206:214	O
.	PubMed-26637668.json:214:215	O

MLK4	PubMed-26637668.json:216:220	O
mutations	PubMed-26637668.json:221:230	O
have	PubMed-26637668.json:231:235	O
been	PubMed-26637668.json:236:240	O
identified	PubMed-26637668.json:241:251	O
in	PubMed-26637668.json:252:254	O
various	PubMed-26637668.json:255:262	O
human	PubMed-26637668.json:263:268	O
cancers	PubMed-26637668.json:269:276	O
,	PubMed-26637668.json:276:277	O
including	PubMed-26637668.json:278:287	O
frequently	PubMed-26637668.json:288:298	O
in	PubMed-26637668.json:299:301	O
colorectal	PubMed-26637668.json:302:312	O
cancer	PubMed-26637668.json:313:319	O
,	PubMed-26637668.json:319:320	O
where	PubMed-26637668.json:321:326	O
their	PubMed-26637668.json:327:332	O
function	PubMed-26637668.json:333:341	O
and	PubMed-26637668.json:342:345	O
pathobiological	PubMed-26637668.json:346:361	O
importance	PubMed-26637668.json:362:372	O
have	PubMed-26637668.json:373:377	O
been	PubMed-26637668.json:378:382	O
uncertain	PubMed-26637668.json:383:392	O
.	PubMed-26637668.json:392:393	O

In	PubMed-26637668.json:394:396	O
this	PubMed-26637668.json:397:401	O
study	PubMed-26637668.json:402:407	O
,	PubMed-26637668.json:407:408	O
we	PubMed-26637668.json:409:411	O
assessed	PubMed-26637668.json:412:420	O
the	PubMed-26637668.json:421:424	O
functional	PubMed-26637668.json:425:435	O
consequences	PubMed-26637668.json:436:448	O
of	PubMed-26637668.json:449:451	O
MLK4	PubMed-26637668.json:452:456	O
