Naturally	PubMed-28743761.json:0:9	B-Var
-	PubMed-28743761.json:9:10	I-Var
Segregating	PubMed-28743761.json:10:21	I-Var
Variation	PubMed-28743761.json:22:31	E-Var
at	PubMed-28743761.json:32:34	O
Ugt86Dd	PubMed-28743761.json:35:42	B-Gene
Contributes	PubMed-28743761.json:43:54	B-PosReg
to	PubMed-28743761.json:55:57	O
Nicotine	PubMed-28743761.json:58:66	B-MPA
Resistance	PubMed-28743761.json:67:77	I-MPA
in	PubMed-28743761.json:78:80	I-MPA
Drosophila	PubMed-28743761.json:81:91	I-MPA
melanogaster	PubMed-28743761.json:92:104	E-MPA
.	PubMed-28743761.json:104:105	O

Identifying	PubMed-28743761.json:106:117	O
the	PubMed-28743761.json:118:121	O
sequence	PubMed-28743761.json:122:130	O
polymorphisms	PubMed-28743761.json:131:144	O
underlying	PubMed-28743761.json:145:155	O
complex	PubMed-28743761.json:156:163	O
trait	PubMed-28743761.json:164:169	O
variation	PubMed-28743761.json:170:179	O
is	PubMed-28743761.json:180:182	O
a	PubMed-28743761.json:183:184	O
key	PubMed-28743761.json:185:188	O
goal	PubMed-28743761.json:189:193	O
of	PubMed-28743761.json:194:196	O
genetics	PubMed-28743761.json:197:205	O
research	PubMed-28743761.json:206:214	O
,	PubMed-28743761.json:214:215	O
since	PubMed-28743761.json:216:221	O
knowing	PubMed-28743761.json:222:229	O
the	PubMed-28743761.json:230:233	O
precise	PubMed-28743761.json:234:241	O
causative	PubMed-28743761.json:242:251	O
molecular	PubMed-28743761.json:252:261	O
events	PubMed-28743761.json:262:268	O
allows	PubMed-28743761.json:269:275	O
insight	PubMed-28743761.json:276:283	O
into	PubMed-28743761.json:284:288	O
the	PubMed-28743761.json:289:292	O
pathways	PubMed-28743761.json:293:301	O
governing	PubMed-28743761.json:302:311	O
trait	PubMed-28743761.json:312:317	O
variation	PubMed-28743761.json:318:327	O
.	PubMed-28743761.json:327:328	O

Genetic	PubMed-28743761.json:329:336	O
analysis	PubMed-28743761.json:337:345	O
of	PubMed-28743761.json:346:348	O
complex	PubMed-28743761.json:349:356	O
traits	PubMed-28743761.json:357:363	O
in	PubMed-28743761.json:364:366	O
model	PubMed-28743761.json:367:372	O
systems	PubMed-28743761.json:373:380	O
regularly	PubMed-28743761.json:381:390	O
starts	PubMed-28743761.json:391:397	O
by	PubMed-28743761.json:398:400	O
constructing	PubMed-28743761.json:401:413	O
QTL	PubMed-28743761.json:414:417	O
maps	PubMed-28743761.json:418:422	O
,	PubMed-28743761.json:422:423	O
but	PubMed-28743761.json:424:427	O
generally	PubMed-28743761.json:428:437	O
fails	PubMed-28743761.json:438:443	O
to	PubMed-28743761.json:444:446	O
identify	PubMed-28743761.json:447:455	O
causative	PubMed-28743761.json:456:465	O
sequence	PubMed-28743761.json:466:474	O
polymorphisms	PubMed-28743761.json:475:488	O
.	PubMed-28743761.json:488:489	O

Previously	PubMed-28743761.json:490:500	O
we	PubMed-28743761.json:501:503	O
mapped	PubMed-28743761.json:504:510	O
