The	PubMed-27662822.json:0:3	O
anti	PubMed-27662822.json:4:8	B-MPA
-	PubMed-27662822.json:8:9	I-MPA
adipogenic	PubMed-27662822.json:9:19	I-MPA
effect	PubMed-27662822.json:20:26	E-MPA
of	PubMed-27662822.json:27:29	O
peripheral	PubMed-27662822.json:30:40	O
blood	PubMed-27662822.json:41:46	O
mononuclear	PubMed-27662822.json:47:58	O
cells	PubMed-27662822.json:59:64	O
is	PubMed-27662822.json:65:67	O
absent	PubMed-27662822.json:68:74	B-NegReg
with	PubMed-27662822.json:75:79	O
PCSK9	PubMed-27662822.json:80:85	B-Gene
loss	PubMed-27662822.json:86:90	B-NegReg
-	PubMed-27662822.json:90:91	I-NegReg
of	PubMed-27662822.json:91:93	I-NegReg
-	PubMed-27662822.json:93:94	I-NegReg
function	PubMed-27662822.json:94:102	E-NegReg
variants	PubMed-27662822.json:103:111	B-Var
.	PubMed-27662822.json:111:112	O

OBJECTIVE	PubMed-27662822.json:113:122	O
:	PubMed-27662822.json:122:123	O
To	PubMed-27662822.json:124:126	O
determine	PubMed-27662822.json:127:136	O
the	PubMed-27662822.json:137:140	O
effect	PubMed-27662822.json:141:147	O
of	PubMed-27662822.json:148:150	O
(	PubMed-27662822.json:151:152	O
1	PubMed-27662822.json:152:153	O
)	PubMed-27662822.json:153:154	O
an	PubMed-27662822.json:155:157	O
oral	PubMed-27662822.json:158:162	O
fat	PubMed-27662822.json:163:166	O
load	PubMed-27662822.json:167:171	O
and	PubMed-27662822.json:172:175	O
(	PubMed-27662822.json:176:177	O
2	PubMed-27662822.json:177:178	O
)	PubMed-27662822.json:178:179	O
pro	PubMed-27662822.json:180:183	O
-	PubMed-27662822.json:183:184	O
protein	PubMed-27662822.json:184:191	O
convertase	PubMed-27662822.json:192:202	O
subtilisin	PubMed-27662822.json:203:213	O
/	PubMed-27662822.json:213:214	O
kexin	PubMed-27662822.json:214:219	O
type	PubMed-27662822.json:220:224	O
(	PubMed-27662822.json:225:226	O
PCSK	PubMed-27662822.json:226:230	O
)	PubMed-27662822.json:230:231	O
9	PubMed-27662822.json:232:233	O
loss	PubMed-27662822.json:234:238	B-NegReg
-	PubMed-27662822.json:238:239	I-NegReg
of	PubMed-27662822.json:239:241	I-NegReg
-	PubMed-27662822.json:241:242	I-NegReg
function	PubMed-27662822.json:242:250	E-NegReg
(	PubMed-27662822.json:251:252	O
LOF	PubMed-27662822.json:252:255	O
)	PubMed-27662822.json:255:256	O
variant	PubMed-27662822.json:257:264	B-Var
status	PubMed-27662822.json:265:271	O
on	PubMed-27662822.json:272:274	O
