Loss	PubMed-28592524.json:0:4	B-Var
of	PubMed-28592524.json:5:7	I-Var
function	PubMed-28592524.json:8:16	E-Var
in	PubMed-28592524.json:17:19	O
ROBO1	PubMed-28592524.json:20:25	B-Gene
is	PubMed-28592524.json:26:28	O
associated	PubMed-28592524.json:29:39	B-Reg
with	PubMed-28592524.json:40:44	O
tetralogy	PubMed-28592524.json:45:54	B-Disease
of	PubMed-28592524.json:55:57	I-Disease
Fallot	PubMed-28592524.json:58:64	E-Disease
and	PubMed-28592524.json:65:68	O
septal	PubMed-28592524.json:69:75	B-Disease
defects	PubMed-28592524.json:76:83	E-Disease
.	PubMed-28592524.json:83:84	O

BACKGROUND	PubMed-28592524.json:85:95	O
:	PubMed-28592524.json:95:96	O
Congenital	PubMed-28592524.json:97:107	O
heart	PubMed-28592524.json:108:113	O
disease	PubMed-28592524.json:114:121	O
(	PubMed-28592524.json:122:123	O
CHD	PubMed-28592524.json:123:126	O
)	PubMed-28592524.json:126:127	O
is	PubMed-28592524.json:128:130	O
a	PubMed-28592524.json:131:132	O
common	PubMed-28592524.json:133:139	O
birth	PubMed-28592524.json:140:145	O
defect	PubMed-28592524.json:146:152	O
affecting	PubMed-28592524.json:153:162	O
approximately	PubMed-28592524.json:163:176	O
1%	PubMed-28592524.json:177:179	O
of	PubMed-28592524.json:180:182	O
newborns	PubMed-28592524.json:183:191	O
.	PubMed-28592524.json:191:192	O

Great	PubMed-28592524.json:193:198	O
progress	PubMed-28592524.json:199:207	O
has	PubMed-28592524.json:208:211	O
been	PubMed-28592524.json:212:216	O
made	PubMed-28592524.json:217:221	O
in	PubMed-28592524.json:222:224	O
elucidating	PubMed-28592524.json:225:236	O
the	PubMed-28592524.json:237:240	O
genetic	PubMed-28592524.json:241:248	O
aetiology	PubMed-28592524.json:249:258	O
of	PubMed-28592524.json:259:261	O
CHD	PubMed-28592524.json:262:265	O
with	PubMed-28592524.json:266:270	O
advances	PubMed-28592524.json:271:279	O
in	PubMed-28592524.json:280:282	O
genomic	PubMed-28592524.json:283:290	O
technology	PubMed-28592524.json:291:301	O
,	PubMed-28592524.json:301:302	O
which	PubMed-28592524.json:303:308	O
we	PubMed-28592524.json:309:311	O
leveraged	PubMed-28592524.json:312:321	O
in	PubMed-28592524.json:322:324	O
recovering	PubMed-28592524.json:325:335	O
a	PubMed-28592524.json:336:337	O
new	PubMed-28592524.json:338:341	O
pathway	PubMed-28592524.json:342:349	O
affecting	PubMed-28592524.json:350:359	O
heart	PubMed-28592524.json:360:365	O
development	PubMed-28592524.json:366:377	O
in	PubMed-28592524.json:378:380	O
humans	PubMed-28592524.json:381:387	O
previously	PubMed-28592524.json:388:398	O
known	PubMed-28592524.json:399:404	O
to	PubMed-28592524.json:405:407	O
affect	PubMed-28592524.json:408:414	O
heart	PubMed-28592524.json:415:420	O
development	PubMed-28592524.json:421:432	O
in	PubMed-28592524.json:433:435	O
an	PubMed-28592524.json:436:438	O
animal	PubMed-28592524.json:439:445	O
model	PubMed-28592524.json:446:451	O
.	PubMed-28592524.json:451:452	O

METHODS	PubMed-28592524.json:453:460	O
:	PubMed-28592524.json:460:461	O
Four	PubMed-28592524.json:462:466	O
hundred	PubMed-28592524.json:467:474	O
and	PubMed-28592524.json:475:478	O
sixteen	PubMed-28592524.json:479:486	O
individuals	PubMed-28592524.json:487:498	O
from	PubMed-28592524.json:499:503	O
Thailand	PubMed-28592524.json:504:512	O
and	PubMed-28592524.json:513:516	O
the	PubMed-28592524.json:517:520	O
USA	PubMed-28592524.json:521:524	O
diagnosed	PubMed-28592524.json:525:534	O
with	PubMed-28592524.json:535:539	O
CHD	PubMed-28592524.json:540:543	O
and	PubMed-28592524.json:544:547	O
/	PubMed-28592524.json:547:548	O
or	PubMed-28592524.json:548:550	O
congenital	PubMed-28592524.json:551:561	O
diaphragmatic	PubMed-28592524.json:562:575	O
hernia	PubMed-28592524.json:576:582	O
were	PubMed-28592524.json:583:587	O
evaluated	PubMed-28592524.json:588:597	O
with	PubMed-28592524.json:598:602	O
chromosomal	PubMed-28592524.json:603:614	O
microarray	PubMed-28592524.json:615:625	O
and	PubMed-28592524.json:626:629	O
whole	PubMed-28592524.json:630:635	O
exome	PubMed-28592524.json:636:641	O
sequencing	PubMed-28592524.json:642:652	O
.	PubMed-28592524.json:652:653	O

The	PubMed-28592524.json:654:657	O
DECIPHER	PubMed-28592524.json:658:666	O
Consortium	PubMed-28592524.json:667:677	O
and	PubMed-28592524.json:678:681	O
medical	PubMed-28592524.json:682:689	O
literature	PubMed-28592524.json:690:700	O
were	PubMed-28592524.json:701:705	O
searched	PubMed-28592524.json:706:714	O
for	PubMed-28592524.json:715:718	O
